ENGLISH,OCCURENCES,ENGLISH_stem
vermont,494,vermont
falk,158,falk
constabulary,39,constabulari
handedly,37,handedli
brigadier,498,brigadi
hillbilly,36,hillbilli
outfield,120,outfield
nylon,53,nylon
slavery,747,slaveri
faraday,111,faraday
hepburn,107,hepburn
wot,97,wot
blocker,35,blocker
muster,146,muster
defunct,453,defunct
hustle,30,hustl
corridor,108,corridor
mum,78,mum
aloud,115,aloud
rowan,95,rowan
ghana,621,ghana
lan,141,lan
intel,355,intel
hourglass,34,hourglass
frederick,425,frederick
brushing,39,brush
bilder,40,bilder
wildcat,73,wildcat
laguna,197,laguna
martinez,216,martinez
zurich,49,zurich
nebula,141,nebula
beetle,153,beetl
carver,99,carver
impala,45,impala
ranger,266,ranger
envoy,65,envoy
tallahassee,77,tallahasse
manly,80,manli
hayne,28,hayn
bulk,208,bulk
viper,56,viper
scary,143,scari
maniacs,51,maniac
acrylic,53,acryl
emblem,711,emblem
thinner,29,thinner
mol,31,mol
pep,33,pep
rally,1328,ralli
ley,27,ley
autor,52,autor
ser,69,ser
bulldogs,774,bulldog
micah,49,micah
virginian,68,virginian
alfonso,136,alfonso
awacs,55,awac
helix,64,helix
irrevocably,59,irrevoc
goddard,69,goddard
detainees,62,detaine
insurgents,275,insurg
tao,97,tao
macfarlane,65,macfarlan
keystone,80,keyston
vietnamese,263,vietnames
sadr,80,sadr
battleships,41,battleship
vacant,95,vacant
civilians,1102,civilian
laurel,103,laurel
leach,151,leach
dental,156,dental
martens,34,marten
ashore,147,ashor
mig,119,mig
mississippi,1241,mississippi
jekyll,40,jekyl
capillary,38,capillari
hoc,83,hoc
ade,51,ade
basalt,34,basalt
footprint,86,footprint
airdrop,52,airdrop
magellan,234,magellan
logan,322,logan
flank,202,flank
tailback,117,tailback
dae,27,dae
annotated,32,annot
sceptre,391,sceptr
adolescent,32,adolesc
monde,84,mond
bonuses,63,bonus
blend,57,blend
puerto,1119,puerto
arlington,371,arlington
provincial,405,provinci
baba,138,baba
flores,365,flore
harper,509,harper
sunglasses,51,sunglass
dieses,61,dies
embassy,449,embassi
instructors,31,instructor
dwight,345,dwight
eisenhower,234,eisenhow
coon,43,coon
uncopyrighted,83,uncopyright
slug,86,slug
titration,38,titrat
koda,28,koda
randy,888,randi
saratoga,184,saratoga
alpine,281,alpin
troy,655,troy
southbound,75,southbound
mucus,36,mucu
westwards,42,westward
canes,43,cane
eastbound,37,eastbound
westbound,32,westbound
concourse,85,concours
traitor,40,traitor
poly,59,poli
handicap,58,handicap
tampa,1220,tampa
buccaneers,475,buccan
oyster,473,oyster
estuary,45,estuari
goblin,52,goblin
vampire,336,vampir
raptor,106,raptor
biomass,126,biomass
abacus,69,abacu
edison,594,edison
yellowstone,124,yellowston
humanoid,69,humanoid
briton,44,briton
deux,142,deux
flagstaff,340,flagstaff
paramount,145,paramount
madden,288,madden
dalton,200,dalton
feast,54,feast
ding,87,ding
dong,161,dong
deter,1010,deter
unpleasant,68,unpleas
comp,69,comp
dinner,239,dinner
snowy,73,snowi
bobcat,61,bobcat
haiti,569,haiti
sturgeon,28,sturgeon
hummingbird,52,hummingbird
episcopal,120,episcop
aspen,37,aspen
everest,192,everest
entourage,41,entourag
jeep,155,jeep
outlook,129,outlook
playoffs,3122,playoff
lak,162,lak
amsterdam,350,amsterdam
odessa,82,odessa
quay,56,quay
macaw,31,macaw
zain,30,zain
aqueduct,59,aqueduct
hereford,66,hereford
elm,39,elm
cougar,159,cougar
albatross,40,albatross
wandering,57,wander
nadir,45,nadir
heckler,29,heckler
kenyan,95,kenyan
contractors,66,contractor
fuselage,51,fuselag
ensign,41,ensign
cherie,27,cheri
outlying,51,outli
tsunami,811,tsunami
seamen,36,seamen
volga,56,volga
sioux,210,sioux
pentagon,268,pentagon
coronation,41,coron
magistrate,31,magistr
mauritania,105,mauritania
woodland,69,woodland
panama,900,panama
det,415,det
lauderdale,74,lauderdal
conjunction,246,conjunct
reef,410,reef
tow,49,tow
bunyan,42,bunyan
tae,57,tae
wren,28,wren
rochester,429,rochest
bureau,474,bureau
airspace,92,airspac
antarctic,108,antarct
armour,252,armour
concurrently,115,concurr
evacuation,416,evacu
saigon,98,saigon
capitalist,115,capitalist
wang,353,wang
cloudy,54,cloudi
withstand,40,withstand
confucius,66,confuciu
contingent,177,conting
reservists,92,reservist
abbott,147,abbott
nicaragua,377,nicaragua
latimer,36,latim
tusk,37,tusk
sacramento,194,sacramento
prague,266,pragu
amphitheatre,79,amphitheatr
gorge,83,gorg
amphitheater,28,amphitheat
charlotte,718,charlott
walnut,107,walnut
ankara,74,ankara
watermark,84,watermark
preseason,378,preseason
ayatollah,39,ayatollah
requiem,77,requiem
rainfall,611,rainfal
grange,106,grang
acc,679,acc
scoreboard,123,scoreboard
aphrodite,107,aphrodit
aquarium,59,aquarium
mahdi,52,mahdi
revisionism,29,revision
commissioner,408,commission
memorandum,93,memorandum
blueprint,38,blueprint
supra,51,supra
slurs,100,slur
maggot,29,maggot
sweatshop,88,sweatshop
packers,981,packer
bum,215,bum
steer,68,steer
conner,69,conner
broadly,103,broadli
debby,40,debbi
hispaniola,90,hispaniola
rubens,168,ruben
zac,185,zac
quotations,269,quotat
gymnasium,61,gymnasium
grandmother,70,grandmoth
tobacco,529,tobacco
packet,75,packet
slept,38,slept
makeup,103,makeup
blackout,196,blackout
slaughter,127,slaughter
blitzkrieg,61,blitzkrieg
balloons,55,balloon
homeless,238,homeless
wooster,37,wooster
kemp,117,kemp
flavors,43,flavor
thoroughly,168,thoroughli
ankle,251,ankl
ws,136,ws
vending,38,vend
cartier,214,cartier
bonaventure,35,bonaventur
viva,183,viva
ballroom,49,ballroom
statewide,159,statewid
bucharest,142,bucharest
abridged,38,abridg
regime,511,regim
aggregator,36,aggreg
rotten,84,rotten
yorker,72,yorker
realism,124,realism
cinematographers,60,cinematograph
rodham,152,rodham
thrashers,77,thrasher
shinto,72,shinto
mediterranean,311,mediterranean
trophy,2544,trophi
armada,88,armada
trois,72,troi
sopranos,50,soprano
donne,36,donn
nautilus,37,nautilu
joie,31,joie
bruins,931,bruin
echelon,113,echelon
erica,55,erica
attic,34,attic
gecko,75,gecko
quarry,26,quarri
tram,47,tram
loren,1299,loren
wr,1470,wr
churchyard,27,churchyard
rainer,42,rainer
eureka,134,eureka
anaheim,639,anaheim
latitude,214,latitud
peasant,90,peasant
homo,681,homo
diablo,251,diablo
nouveau,38,nouveau
cookbook,35,cookbook
chef,223,chef
corso,29,corso
carina,34,carina
homecoming,105,homecom
zion,283,zion
shelf,254,shelf
trey,136,trey
glacier,166,glacier
premium,101,premium
abolition,65,abolit
pensions,35,pension
windsor,336,windsor
eastwards,35,eastward
sena,53,sena
seine,69,sein
chateau,65,chateau
reclassified,35,reclassifi
tariffs,61,tariff
overt,29,overt
judith,80,judith
displeasure,39,displeasur
recurve,30,recurv
monmouth,130,monmouth
peabody,26,peabodi
brunswick,1095,brunswick
terrapins,67,terrapin
albanian,312,albanian
batten,42,batten
pregame,148,pregam
hare,148,hare
poe,329,poe
perimeter,148,perimet
sill,42,sill
weaker,108,weaker
mailer,130,mailer
telly,608,telli
brewer,111,brewer
ryder,228,ryder
leisure,70,leisur
hotchkiss,44,hotchkiss
samson,51,samson
badass,43,badass
gilgamesh,33,gilgamesh
decency,114,decenc
convection,946,convect
barges,27,barg
scuba,51,scuba
kentucky,1369,kentucki
prosecuted,82,prosecut
reedy,151,reedi
killeen,55,killeen
nunquam,645,nunquam
murphy,614,murphi
melba,39,melba
chromium,73,chromium
poliomyelitis,68,poliomyel
stumps,296,stump
psilocybin,129,psilocybin
aryan,94,aryan
socialist,576,socialist
endeavour,75,endeavour
sphinx,189,sphinx
emu,97,emu
referendum,282,referendum
hoary,280,hoari
aaa,296,aaa
britt,38,britt
eiffel,250,eiffel
cornix,787,cornix
pharaoh,307,pharaoh
scots,284,scot
bastille,117,bastil
strauss,212,strauss
kangaroo,299,kangaroo
jellyfish,193,jellyfish
enigma,828,enigma
salisbury,124,salisburi
catgut,884,catgut
sunburn,32,sunburn
wattle,105,wattl
buddhism,408,buddhism
landslide,166,landslid
testa,333,testa
cactus,548,cactu
polyester,48,polyest
earthbound,54,earthbound
cor,53,cor
monarchy,346,monarchi
aquinas,127,aquina
echidna,89,echidna
fellowship,64,fellowship
textiles,29,textil
conscription,98,conscript
mongo,685,mongo
bobet,369,bobet
loan,196,loan
hearsay,173,hearsay
lopes,93,lope
nepal,423,nepal
polymath,27,polymath
rainforest,530,rainforest
banjo,131,banjo
templar,100,templar
lemmings,33,lem
parramatta,65,parramatta
vaginal,70,vagin
flatulence,135,flatul
wool,125,wool
estrogen,43,estrogen
toby,160,tobi
veronicas,83,veronica
liturgy,28,liturgi
bim,136,bim
profanity,397,profan
gin,140,gin
quiddity,252,quidditi
ratchet,45,ratchet
clank,29,clank
astral,495,astral
lumber,64,lumber
reassigned,1874,reassign
peacekeeping,152,peacekeep
carr,418,carr
cambodia,279,cambodia
ld,59,ld
coptic,37,coptic
sevenfold,83,sevenfold
polystyrene,34,polystyren
antarctica,240,antarctica
yen,110,yen
arf,616,arf
arson,75,arson
seth,245,seth
deface,61,defac
sundial,31,sundial
rudd,113,rudd
ethos,30,etho
floral,42,floral
angelica,43,angelica
tidy,1256,tidi
greenhouse,333,greenhous
weirdy,78,weirdi
ufo,254,ufo
dandy,45,dandi
yum,44,yum
cha,98,cha
bushfire,98,bushfir
samurai,173,samurai
diabetes,190,diabet
mellitus,164,mellitu
swimmer,45,swimmer
elle,153,ell
rubicon,136,rubicon
billionaires,139,billionair
stockade,63,stockad
tiffany,188,tiffani
maize,138,maiz
cahill,78,cahil
fiber,263,fiber
slag,31,slag
sully,26,sulli
gabby,71,gabbi
measles,52,measl
woohoo,39,woohoo
tasmanian,152,tasmanian
liturgical,29,liturg
thunder,585,thunder
walsh,303,walsh
mullet,85,mullet
haircut,64,haircut
circulatory,169,circulatori
speer,43,speer
feldspar,46,feldspar
fermentation,49,ferment
biochemistry,76,biochemistri
elizabethan,191,elizabethan
spaniel,60,spaniel
frazer,39,frazer
raccoon,132,raccoon
pollinator,194,pollin
sari,27,sari
inspector,193,inspector
hound,106,hound
mullen,173,mullen
incas,141,inca
orc,42,orc
skunk,94,skunk
harness,33,har
britten,30,britten
sala,159,sala
evaporation,60,evapor
assimilation,49,assimil
wreak,83,wreak
chinchilla,75,chinchilla
anorexia,149,anorexia
impaler,30,impal
transcendence,74,transcend
hinduism,296,hinduism
wolverine,174,wolverin
flinders,85,flinder
gies,77,gie
rove,136,rove
kyoto,187,kyoto
pertussis,26,pertussi
centenary,99,centenari
acropolis,54,acropoli
bindi,65,bindi
countess,36,countess
sodium,346,sodium
salvador,781,salvador
sanger,93,sanger
dreamtime,26,dreamtim
gympie,27,gympi
burley,56,burley
altruism,171,altruism
jak,39,jak
netball,123,netbal
seadog,224,seadog
roller,304,roller
coaster,189,coaster
charismatic,27,charismat
macintosh,328,macintosh
hallows,160,hallow
leafy,909,leafi
asthma,149,asthma
marlin,455,marlin
emmy,191,emmi
mongols,59,mongol
brock,279,brock
koala,190,koala
intestine,86,intestin
uganda,223,uganda
nei,32,nei
ascidian,303,ascidian
gladiators,149,gladiat
pee,223,pee
antoinette,49,antoinett
codec,38,codec
kero,152,kero
broncos,778,bronco
blacksmith,58,blacksmith
mennonite,77,mennonit
tectonics,323,tecton
sanctuary,91,sanctuari
hogan,289,hogan
bunsen,52,bunsen
woodworking,32,woodwork
kylie,160,kyli
zodiac,187,zodiac
assisi,99,assisi
freud,183,freud
plough,26,plough
bilby,33,bilbi
wiltshire,53,wiltshir
pasteur,181,pasteur
anemometer,27,anemomet
gale,299,gale
savannah,144,savannah
demiurge,300,demiurg
nightingale,67,nightingal
vagina,183,vagina
hepatitis,145,hepat
beau,57,beau
harriet,209,harriet
bren,66,bren
dugong,29,dugong
bushranger,41,bushrang
silk,306,silk
superheroes,44,superhero
vengeance,100,vengeanc
chromatography,102,chromatographi
disco,1796,disco
spinster,1570,spinster
noah,911,noah
cleansing,139,cleans
wanker,92,wanker
undid,220,undid
stark,141,stark
zambia,249,zambia
bismuth,30,bismuth
oceanography,31,oceanographi
graf,153,graf
katana,40,katana
leverage,30,leverag
cellular,160,cellular
yale,273,yale
kidney,184,kidney
cussing,29,cuss
backlash,89,backlash
ballet,205,ballet
methanol,36,methanol
carpal,29,carpal
eukaryote,53,eukaryot
layne,35,layn
halfback,76,halfback
napoleon,369,napoleon
aztec,404,aztec
buoyancy,74,buoyanc
toast,500,toast
laurence,185,laurenc
meridian,289,meridian
meerkat,95,meerkat
mayfly,86,mayfli
vegetarianism,104,vegetarian
sedimentary,83,sedimentari
malo,1117,malo
fucker,62,fucker
humus,274,humu
sapiens,262,sapien
chaser,283,chaser
azure,123,azur
capricorn,65,capricorn
astrology,320,astrolog
stegosaurus,35,stegosauru
chancellor,150,chancellor
volta,225,volta
anal,301,anal
dinger,49,dinger
abyss,30,abyss
erg,37,erg
brethren,97,brethren
electrolysis,31,electrolysi
frosty,76,frosti
hesperian,135,hesperian
bleaching,26,bleach
firearm,59,firearm
saltine,269,saltin
rum,64,rum
mew,90,mew
viridian,148,viridian
asexual,35,asexu
disneyland,137,disneyland
eisteddfod,34,eisteddfod
sunder,194,sunder
celtic,451,celtic
botticelli,47,botticelli
manatee,101,manate
anaxial,69,anaxi
obesity,196,obes
cuttlefish,31,cuttlefish
liger,155,liger
barbarian,60,barbarian
canterbury,262,canterburi
iglesia,57,iglesia
pauline,91,paulin
thund,161,thund
carroll,364,carrol
kiln,26,kiln
barr,84,barr
cinderella,152,cinderella
oscillator,32,oscil
centriole,30,centriol
anabolic,182,anabol
steroid,415,steroid
ratiocinate,140,ratiocin
somali,234,somali
wrist,121,wrist
pinky,35,pinki
iceberg,61,iceberg
cate,87,cate
albania,525,albania
micropenis,65,micropeni
erotic,73,erot
munch,52,munch
homosexuality,275,homosexu
chunky,142,chunki
wallaby,26,wallabi
panda,915,panda
testicle,116,testicl
desalination,39,desalin
lollipop,108,lollipop
yeti,85,yeti
strom,91,strom
prick,40,prick
leaning,154,lean
resin,41,resin
tuna,85,tuna
noir,112,noir
cartesian,60,cartesian
tripod,137,tripod
sparta,435,sparta
brodie,63,brodi
hooliganism,55,hooligan
lacey,70,lacey
lig,353,lig
supermarkets,75,supermarket
sparingly,31,sparingli
espresso,84,espresso
volcanic,163,volcan
influenza,192,influenza
taco,337,taco
pompeii,120,pompeii
loner,27,loner
corby,68,corbi
scooper,76,scooper
spalding,70,spald
shr,36,shr
terrier,347,terrier
stoner,80,stoner
tulip,47,tulip
fingerprint,60,fingerprint
gein,54,gein
rite,73,rite
motocross,85,motocross
walkie,778,walki
talkie,788,talki
gonzo,67,gonzo
weary,38,weari
laos,188,lao
dumas,78,duma
rodney,364,rodney
colosseum,74,colosseum
pineapple,101,pineappl
pedophilia,98,pedophilia
funniest,39,funniest
thatcher,160,thatcher
sponge,147,spong
dolce,88,dolc
assyrian,87,assyrian
satchel,30,satchel
sewage,189,sewag
reverend,119,reverend
queer,163,queer
feral,34,feral
refrigerator,65,refriger
sodom,30,sodom
fowler,170,fowler
werewolf,54,werewolf
leprosy,78,leprosi
spleen,45,spleen
salmonella,95,salmonella
emphysema,26,emphysema
waterfront,82,waterfront
maximus,190,maximu
squirt,73,squirt
iguana,56,iguana
monroe,597,monro
sumatra,117,sumatra
asperger,97,asperg
somalia,496,somalia
brewery,42,breweri
veganism,72,vegan
carbohydrate,90,carbohydr
trebuchet,112,trebuchet
tyrone,83,tyron
eucalyptus,49,eucalyptu
patel,131,patel
orphic,103,orphic
orbicle,31,orbicl
sturt,51,sturt
piet,81,piet
pickup,148,pickup
emerald,152,emerald
vegetable,126,veget
caterpillar,50,caterpillar
bracken,39,bracken
feminism,250,femin
refugee,291,refuge
saddle,71,saddl
tallest,289,tallest
plywood,48,plywood
nemo,100,nemo
monsoon,288,monsoon
scent,1523,scent
bile,36,bile
didgeridoo,31,didgeridoo
bloom,135,bloom
aegean,45,aegean
demography,66,demographi
dietary,56,dietari
trombone,129,trombon
knox,262,knox
phonograph,51,phonograph
microorganism,89,microorgan
haiku,94,haiku
myall,56,myall
himalayas,73,himalaya
wired,80,wire
tekken,88,tekken
origami,60,origami
equinox,80,equinox
uranus,269,uranu
oda,1191,oda
clarinet,121,clarinet
smithers,136,smither
impressionism,95,impression
macbeth,160,macbeth
mara,156,mara
constable,48,constabl
anaconda,156,anaconda
lemur,92,lemur
laughter,93,laughter
practitioners,29,practition
cassie,74,cassi
macaroni,72,macaroni
monopoly,198,monopoli
diocese,91,dioces
abby,103,abbi
gras,78,gra
sally,236,salli
asclepius,67,asclepiu
quid,64,quid
mausoleum,39,mausoleum
targeman,77,targeman
feudalism,138,feudal
fbi,408,fbi
piranha,60,piranha
anzac,164,anzac
missy,71,missi
overboard,43,overboard
dane,172,dane
mv,81,mv
pasha,76,pasha
duchess,145,duchess
argyll,49,argyl
daler,43,daler
ware,59,ware
beaufort,59,beaufort
athenian,94,athenian
iliad,73,iliad
settlers,132,settler
macedon,33,macedon
denial,207,denial
veto,82,veto
quakers,60,quaker
chickenpox,105,chickenpox
dashboard,50,dashboard
bulimia,67,bulimia
nervosa,186,nervosa
penicillin,66,penicillin
rhodesian,26,rhodesian
clem,50,clem
puerile,75,pueril
walla,65,walla
bondage,36,bondag
squid,242,squid
aerodynamics,79,aerodynam
cannibalism,62,cannib
galilei,128,galilei
kippur,97,kippur
googol,54,googol
dyslexia,67,dyslexia
crucifixion,30,crucifixion
whiskey,148,whiskey
jar,231,jar
muir,107,muir
paloma,40,paloma
lohan,256,lohan
trampoline,33,trampolin
sodomy,37,sodomi
parallax,35,parallax
chopper,60,chopper
dishwasher,51,dishwash
manure,31,manur
meg,96,meg
isaiah,75,isaiah
burger,253,burger
redfield,45,redfield
fg,637,fg
picasso,230,picasso
ambrose,123,ambros
punt,1062,punt
bra,50,bra
temperament,68,tempera
bravo,196,bravo
cay,37,cay
hailstorm,36,hailstorm
gelatin,44,gelatin
allergy,46,allergi
hypothermia,40,hypothermia
clover,49,clover
seventeen,230,seventeen
spl,229,spl
plankton,139,plankton
purgatory,226,purgatori
snafu,194,snafu
parkway,123,parkway
aph,76,aph
halloween,320,halloween
madman,137,madman
genome,116,genom
hiro,28,hiro
punjabi,83,punjabi
stairway,79,stairway
lue,57,lue
odyssey,289,odyssey
1080,225,1080
staphylococcus,94,staphylococcu
aureus,72,aureu
hee,65,hee
chaparral,40,chaparr
hardwood,30,hardwood
voltaire,159,voltair
bono,189,bono
underdown,346,underdown
othello,53,othello
eccles,120,eccl
vaccine,111,vaccin
umpire,224,umpir
jelly,146,jelli
urchin,73,urchin
martyr,37,martyr
flour,58,flour
venice,252,venic
haemophilia,99,haemophilia
flounder,50,flounder
satori,536,satori
odysseus,105,odysseu
asymmetric,38,asymmetr
cardiovascular,48,cardiovascular
kart,148,kart
michelangelo,194,michelangelo
salle,244,sall
pelt,28,pelt
premiership,381,premiership
squash,98,squash
goebbels,45,goebbel
midi,36,midi
alps,132,alp
petersburg,301,petersburg
bronchitis,34,bronchiti
doyley,245,doyley
bengali,94,bengali
syed,78,sy
kumara,29,kumara
dalai,240,dalai
mf,609,mf
lysergic,76,lyserg
diethylamide,69,diethylamid
lilac,381,lilac
hotspur,241,hotspur
headmaster,33,headmast
aladdin,61,aladdin
summarise,34,summaris
lair,30,lair
whereupon,38,whereupon
ambush,184,ambush
citadel,95,citadel
advisors,59,advisor
aquifer,43,aquif
abstinence,28,abstin
handball,200,handbal
chil,117,chil
etna,84,etna
rigs,45,rig
wesley,323,wesley
claudius,49,claudiu
marxism,82,marxism
saltwater,33,saltwat
palmer,781,palmer
possum,79,possum
nagasaki,167,nagasaki
acetone,53,aceton
woody,188,woodi
flanker,29,flanker
jihad,278,jihad
guinness,90,guin
lag,60,lag
borg,200,borg
dingo,100,dingo
hearst,63,hearst
corpse,83,corps
infrangible,117,infrang
fez,28,fez
mammoth,193,mammoth
akron,146,akron
marauder,36,maraud
jai,39,jai
curry,241,curri
cain,70,cain
flauto,62,flauto
proximity,638,proxim
creatine,67,creatin
suburb,188,suburb
chola,31,chola
dildo,95,dildo
specter,71,specter
carolus,34,carolu
chekhov,30,chekhov
nonstop,70,nonstop
melton,61,melton
genghis,174,genghi
aum,30,aum
rambutan,125,rambutan
oblivion,130,oblivion
fey,69,fey
overdrive,40,overdr
partisan,323,partisan
unpredictable,38,unpredict
punitive,56,punit
retention,51,retent
antelope,82,antelop
nameless,59,nameless
diplomacy,110,diplomaci
puberty,77,puberti
taxable,28,taxabl
eland,39,eland
blockade,156,blockad
unsatisfactory,29,unsatisfactori
vulnerable,90,vulner
uranium,238,uranium
