ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
6002,dunkirk,84,dunkirk,ダンケルク,dunkirk.,젠추어,Дюнкерк,Dunkirk.,Dunkierka,dunpper,dunkirk,Dunkirk,邓鲁克,dunkirk,dunkirk.,डंकिरक
6003,kama,84,kama,カマ,Kama,카마,Кама,Kama.,Kama.,kama,kama,kama.,Kama.,Kama,كاما,कामदेव
6004,willow,84,willow,柳,salgueiro,솜틀,ива,Willow.,Wierzba,saule,sauce,Weide,柳,Söğüt,ويلو,विलो
6005,anno,84,anno,ann ann,Anno,anno.,anno.,anno.,anno.,anno,anno,anno.,anno.,anno,anno.,एनो
6006,bathroom,84,bathroom,トイレ,banheiro,화장실,ванная комната,badeværelse,łazienka,salle de bain,baño,Bad,浴室,banyo,دوره المياه,स्नानघर
6007,neanderthal,84,neanderth,ネアンデルタール,neanderthal,네안데르탈,неандерталь,neanderthal.,neandertalski,Néandertal,neanderthal,Neandertaler,Neanderthal.,neandertal,neanderthal.,निएंडरथल
6008,longshore,84,longshor,long long,Longshore,롱 쇼어,договориться,longshore.,Longshore.,longshore,longshore,Longshore,龙岸,longshore,Longshore.,लोंगशोर
6009,mandarin,84,mandarin,北京語,mandarim,만다린 오렌지,мандарин,Mandarin.,mandarynka,mandarin,mandarín,Mandarin,普通话,mandalina,الماندرين,अकर्मण्य
6010,goodyear,84,goodyear,グッドイヤー,bom ano,좋은 해,хороший год,godt år,dobry rok,bonne année,buen año,gutes Jahr,丰年,iyi yıl,سنة جيدة,अच्छा वर्ष
6011,deacon,84,deacon,助祭,diácono,부제,деакон,diakon.,diakon,diacre,diácono,Diakon,执事,Deacon,الشماس,उपयाजक
6012,croft,84,croft,クロフト,croft,소작지,потрясающий,croft.,zagroda,petite ferme,granja pequeña,Bodensatz,克罗夫特,cırtlak,حقل صغير مسور,क्र ाफ्ट
6013,tibia,84,tibia,脛骨,tíbia,경골,голенина,tibia.,piszczel,tibia,tibia,Tibia,胫骨,tibia,الاستقرار,टिबिअ
6014,columnist,84,columnist,コラムニスト,colunista,칼티스트의,обозреватель,kolonneist.,felietonista,journaliste,columnista,Kolumnist,专栏作家,köşe yazarı,كاتب العمود,स्तंभकार
6015,repechage,84,repechag,repechage.,Repechage,repechage.,Опыта,Repechage.,reprezentacja,repêchage,repartido,Repechnos,重新,replechage,repechage.,रिपिचेज
6016,easterly,84,easterli,永遠の,leste,부활절,восточный,påske,wschodni,à l'est,del este,östlich,复仇者,paskalya gibi,شرقي,पूर्व की ओर
6017,sticks,85,stick,スティック,Gravetos,스틱,палочки,Sticks.,kije,des bâtons,palo,Stöcke,stick,çubuk,العصي,चिपक जाती है
6018,miriam,85,miriam,ミリアム,Miriam.,미리 암,Мириам,miriam.,miriam.,miriam,Miriam,Miriam,Miriam.,Miriam,مريم,मरियम
6019,incarnation,85,incarn,化身,encarnação,강생,воплощение,inkarnation,wcielenie,incarnation,encarnación,Menschwerdung,化身,enkarnasyon,تجسد,अवतार
6020,prevail,85,prevail,prev,prevalecer,만연하다,преобладать,være fremherskende,panować,prévaloir,prevalecer,sich durchsetzen,占上风,hakim olmak,تسود,प्रचलित होना
6021,quiz,85,quiz,クイズ,questionário,퀴즈,контрольный опрос,quiz,kartkówka,quiz,prueba,Quiz,测验,quiz,اختبار,प्रश्नोत्तरी
6022,unwilling,85,unwil,不本意,não disposto,마음 내키지 않는,нежелание,uvillige,niechętny,peu disposé,reacio,unwillkürlich,不愿意,isteksiz,غير راغبة,तैयार नहीं
6023,excerpt,85,excerpt,抜粋,excerto,발췌문,выдержка,uddrag,fragment,extrait,extracto,Auszug,摘抄,alıntı,مقتطفات,अंश
6024,towel,85,towel,タオル,toalha,수건,полотенце,håndklæde,ręcznik,serviette,toalla,Handtuch,毛巾,havlu,منشفة,तौलिया
6025,pyruvate,85,pyruv,ピルベート,piruvato,피루 베이트,пируват,pyruvat.,piroguryt,pyruvate,piruvado,Pyruvat,丙酮酸,piruvat,البيروفات,पाइरूवेट
6026,unilateral,85,unilater,片側,unilateral,일방적 인 것,односторонний,Unilateral.,jednostronny,unilatéral,unilateral,einseitig,单方面,tek taraflı,من جانب واحد,एक तरफा
6027,krishna,85,krishna,クリシューナ,Krishna.,크리슈나,Кришна,krishna.,Kryszna,Krishna,Krishna,Krishna,克里希纳,krishna,كريشنا,कृष्णा
6028,bags,85,bag,袋,bolsas,바지,сумки,tasker.,torebki,Sacs,pantalón,Taschen,包,çantalar,أكياس,बैग
6029,lent,85,lent,貸した,emprestado,사순절,одолжительность,lent.,pożyczony,prêté,prestado,Fastenzeit,借,ödünç vermek,أقرض,व्रत
6030,opus,85,opu,op op,Opus.,작,опус,opus,opus,opus,opus,Opus,Opus.,başyapıt,أوبوس,ओपुस
6031,kant,85,kant,カント,kant.,kant.,кант-кант,kant.,Kant.,kant,kant,Kant,康德,Kant,كانت,कांत
6032,cottage,85,cottag,コテージ,cabana,시골집,коттедж,sommerhus,Chata,chalet,cabaña,Hütte,小屋,kulübe,كوخ,कुटीर
6033,signified,85,signifi,教えて,Assinada,표상,означаемый,betegnet,oznaczony,signifié,firmificado,bezeichnet,意思,gösterilen,دلالة,अभिव्यंजना
6034,robbery,85,robberi,強盗,roubo,강도,ограбление,røveri,rozbój,vol,robo,Raub,抢劫,soygun,سرقة,लूट
6035,bod,85,bod,bod,dobro,이사회,боевик,BOD,bod,bod,cuerpo,Bauch,博,bod,جهد,बीओडी
6036,throat,85,throat,喉,garganta,목,горло,hals,gardło,gorge,garganta,Kehle,喉,boğaz,حلق,गला
6037,jewel,85,jewel,宝石,jóia,보석,драгоценность,juvel,klejnot,bijou,joya,Juwel,宝石,mücevher,جوهرة,गहना
6038,concourse,85,concours,コミュース,Concourse,집합,заканчивать,Concourse.,zbiegowisko,foule,concurso,Konzour,大厅,izdiham,المفضل,भीड़
6039,mullet,85,mullet,マレット,salmonete,숭어,кефаль,Mullet.,cefal,mulet,mójol,Meeräsche,鲻,kefalet,البوري,पंचकोना तारा
6040,flinders,85,flinder,フリンダース,Flinders.,파편,флиндры,flinders.,flinders.,flinders,blindadores,Flinders,弗林德勒,flinders,فليندرز,टुकड़े
6041,yeti,85,yeti,静か,Yeti.,yeti.,йети,Yeti.,yeti,quelque chose,yeti,Yeti,yei.,yeti,اليتي,हिममानव
6042,tuna,85,tuna,ツナ,atum,참치,тунец,tunfisk,Tuńczyk,Thon,atún,Thunfisch,金枪鱼,Tuna,تونة,टूना
6043,motocross,85,motocross,モトクロス,motocross,모토 크로스,мотокросс,motocross.,motocross,motocross,motocross,Moto-Cross,摩托车越野赛,motocross,موتوكروس,MotoCross
6044,taoism,85,taoism,道教,taoísmo,도교의,даосизм,taoisme.,taoizm,taoïsme,taoísmo,Taoismus,道教,taoculuk,الطاوية,ताओ धर्म
6045,snape,85,snape,スコープ,Snape,냄새가 나는 것,сплав,Snape.,snape.,snape,Snape,Snape,斯内普,snap,صنف,स्नेप
6046,biome,85,biom,バイオーム,bioma.,생물체,биом,biomer,biome,biome,bioma,Biome,生物群系,biyom,biome,बायोम
6047,tsar,85,tsar,皇帝の,czar,황제,цар,tsar.,car,tsar,zar,Zar,沙皇,Çar,القيصر,ज़ार
6048,oui,85,oui,OUI,oui.,오이,oui.,Oui.,Oui.,oui,OUI,oui.,oui.,oui,oui.,उई
6049,frenchman,85,frenchman,フランス人,francês,프랑스 선박,француз,Frenchman.,Francuz,Français,francés,Franzose,法国人,Fransız,الفرنسي,फ्रांसीसी
6050,utrecht,85,utrecht,UTRECHT.,utrecht.,utrecht.,Утрехт,Utrecht.,utrecht.,utrecht,utrecht,Utrecht.,乌得勒支,utrecht,أوتريخت,उट्रेच
6051,weaponry,85,weaponri,武器,armamento,무기류,вооружение,våben,broń.,armes,Arsenal,Waffen,武器,silâh,أسلحة,हथियार
6052,guan,85,guan,gu,guan,갓,Гуань,Guan.,guan.,guan,guan,Guan,关,guan,قوان,गुआन
6053,punic,85,punic,pun,punitivo,고대 카르타고 어,озвучий,punic.,punicki,punique,púnico,Punik,对称,punik,بونيك,नमकहराम
6054,deborah,85,deborah,デボラ,deborah.,Deborah.,Дебора,Deborah.,deborah.,déborah,deborah,Deborah,黛博拉,Deborah,ديبورا,डेबोरा
6055,peck,85,peck,ペック,Peck.,펙,клевать,peck.,dziobać,picorer,picotear,picken,啄,peck,بوق,पत्थर फेंकना
6056,barrow,85,barrow,バロウ,Carrinho,손수레,барровый,Barrow.,kurhan,brouette,carretilla,Karren,禁止,barrow,رابية,ठेला
6057,gunfire,85,gunfir,砲火,Gunfire,포화,выстрел,Gunfire.,obstrzał,fusillade,tiroteo,Gewehrfeuer,炮火,tüfek ateşi,إطلاق نار,तोप का गोला चलाना
6058,crete,85,crete,クレタ,Creta,크레타 섬,Крит,Kreta,Kreta,Crète,Creta,Kreta,克里特岛,girin,كريت,क्रेते
6059,upstairs,85,upstair,2階,andar de cima,높은 곳에 있는,вверх по лестнице,ovenpå,na górę,en haut,piso de arriba,nach oben,楼上,üst katta,الطابق العلوي,ऊपर
6060,pascual,85,pascual,p p,pascual,파스칼,паскуал,pascual.,Pascual.,pascual,pascual,pascual.,奇迹,pasaklı,pascual.,पास्कुअल
6061,crackdown,85,crackdown,crack crack,repressão,단속,преодолевание,Crackdown.,cracndown.,répression,campaña,Rissfolge,镇压,çatlak,حملة القمع,कार्रवाई
6062,prolonged,86,prolong,延びの,prolongado,장기간,продлен,forlænget,przedłużony,prolongé,prolongado,verlängert,延长,uzun süreli,فترة طويلة,लंबा
6063,repetition,86,repetit,繰り返し,repetição,되풀이,репетиция,gentagelse,powtórzenie,répétition,repetición,Wiederholung,重复,tekrarlama,تكرار,दुहराव
6064,distortion,86,distort,ねじれ,distorção,왜곡,искажение,forvrængning,zniekształcenie,Distorsion,distorsión,Verzerrung,失真,çarpıtma,تشوه,विरूपण
6065,pallas,86,palla,パラ,pallas.,팔라스,паллас,pallas.,Pallas.,pallas,Palas,Pallas,帕拉斯,Pallas,بابل,पलस
6066,outrage,86,outrag,out out,ultraje,격분,возмущение,skandale,skandal,outrage,Indignacion,Empörung,暴行,öfke,الغضب,उल्लंघन
6067,buffaloes,86,buffalo,バッファローズ,Buffaloes.,물소,буйволы,buffaloes.,bawół,buffles,búfalos,Büffelbüffel,水牛城,buffalolar,الجاموس,भैंस
6068,windy,86,windi,風,ventoso,깜짝 놀란,ветреный,blæsende,wietrzny,venteux,Ventoso,windig,刮风,rüzgarlı,عاصف,तूफानी
6069,insists,86,insist,主張する,insiste,주장하다,настаивать,insisterer på,nalega,insiste sur,insistir,bestehen,坚持,ısrar etmek,يصر على,इस बात पर जोर
6070,plea,86,plea,pl pl,declarar,항변,просьба,plea.,zarzut,plaidoyer,petición,Plädoyer,恳求,savunma,ناظر,दलील
6071,stiff,86,stiff,硬い,rígido,뻣뻣한,жесткий,stiv,sztywny,rigide,rígido,steif,僵硬的,katı,قاس,कठोर
6072,monterey,86,monterey,モントレー,Monterey.,몬트레이스,монтерей,Monterey.,Monterey.,Monterey,moterey,monterey.,蒙特里,Monterey,مونتيري,मोंटेरी
6073,conquered,86,conquer,征服した,conquistado,이기다,завоевано,erobret,zdobyty,conquis,conquistada,erobert,征服,fethetmek,غزت,विजय प्राप्त की
6074,birch,86,birch,バーチ,bétula,자작 나무,бирза,Birch.,brzozowy,bouleau,abedul,Birke,桦木,huş ağacı,البتولا,सन्टी
6075,renowned,86,renown,ren ren,renomado,유명한,известный,berømt,słynny,renommé,renombrado,renommiert,着名,ünlü,شهرة,प्रसिद्ध
6076,cruel,86,cruel,残酷,cruel,잔혹한,жестокий,grusom,okrutny,cruel,cruel,grausam,残忍的,acımasız,قاسية,निर्दयी
6077,meditation,86,medit,瞑想,meditação,심사 숙고,медитация,meditation,medytacja,méditation,meditación,Meditation,冥想,meditasyon,تأمل,ध्यान
6078,att,86,att,att,atrecer,att.,атаку,ATT.,att.,gonfler,att,att.,att.,atlama,ATT.,एट
6079,spreadsheet,86,spreadsheet,スプレッドシート,planilha,스프레드 시트,электронная таблица,regneark.,arkusz,tableur,hoja de cálculo,Kalkulationstabelle,电子表格,elektronik tablo,جدول,स्प्रेडशीट
6080,disallowed,86,disallow,無制限,não permitido,허용되지 않았다,запрещено,DISALLOGED.,niedozwolony,non autorisé,rechazado,nicht zugelassen,不允许,izinsiz,غير مسموح به,अनुमति नहीं देना
6081,aunt,86,aunt,叔母,tia,이모,тетя,tante,ciotka,tante,tía,Tante,姨妈,hala,عمة,चाची
6082,lex,86,lex,lex,lex.,법률,лекс,lex.,Lex.,lex,lex,Lex.,lex.,lex,ليكس,लेक्रस
6083,worthless,86,worthless,無価値,inútil,가치 없는,бесполезный,værdiløs,Bezwartościowy,sans valeur,sin valor,wertlos,毫无价值,değersiz,عديم القيمة,बेकार
6084,meal,86,meal,お食事,refeição,식사,еда,måltid,posiłek,repas,comida,Mahlzeit,一顿饭,yemek,وجبة,भोजन
6085,hash,86,hash,ハッシュ,cerquilha,해시시,хэш,hash.,haszysz,hacher,picadillo,Hash,哈希,doğramak,هاش,हैश
6086,heaviest,86,heaviest,重い,mais pesado,가장 무거운,тяжелый,tungeste,najcięższy,plus lourd,más pesado,schwerste,最重的,en ağır,أثقل,भारी
6087,wichita,86,wichita,ウィチタ,Wichita,위키 사람,Wichita,Wichita.,Wichita.,wichita,wichita,Wichita.,威奇托,wichita,ويتشيتا,विचिटा
6088,willingness,86,willing,意欲的,disposição,쾌히 하기,готовность,vilje,chęci,volonté,disponibilidad,Bereitschaft,愿意,istekli olma,استعداد,इच्छा
6089,marg,86,marg,丸の,marg.,마그,марка,marg.,marg,margin,marg,Marg,mar,marg,مرج,मार्ग
6090,diffusion,86,diffus,拡散,difusão,확산,диффузия,diffusion,dyfuzja,la diffusion,difusión,Diffusion,扩散,difüzyon,تعريف,प्रसार
6091,footprint,86,footprint,足跡,pegada,발자국,след,fodspor,ślad stopy,empreinte,huella,Fußabdruck,脚印,ayak izi,اثار,पदचिह्न
6092,slug,86,slug,sl,lesma,강타,стержень,slug.,ślimak,limace,babosa,Slug,sl,sümüklü böcek,سبيكة,काउंटर
6093,intestine,86,intestin,腸,intestino,장,кишечник,tarm,jelito,intestin,intestino,Darm,肠,bağırsak,الأمعاء,आंत
6094,mayfly,86,mayfli,貧しい,mayfly.,하루살이,майфлы,MAYFLY.,jętka,éphémère,efímera,Eintagsfliege,蜉蝣,maymun,mayfly.,mayfly
6095,ragnarok,86,ragnarok,ログナロク,Ragnarok,ragnarok.,Ragnarok,Ragnarok.,ragnarok.,ragnarok,ragnarok,Ragnarok,ragnarok.,ragnarok,Ragnarok.,Ragnarok
6096,crust,86,crust,皮肉な,crosta,빵 껍질,корка,skorpe,Skorupa,croûte,corteza,Kruste,脆皮,kabuk,قشرة,पपड़ी
6097,projectile,86,projectil,発射詞,projétil,발사체,снаряжение,projektil,pocisk,projectile,proyectil,Projektil,弹丸,mermi,قذيفة,प्रक्षेप्य
6098,mau,86,mau,ma,Mau.,마우스,Mau,mau,MAU.,mau,mau,Mau.,岳,mavna,ماو,मौ
6099,mariana,86,mariana,マリアナ,Mariana,마리아나,Mariana,Mariana.,Mariana.,mariana,mariana,Mariana,Mariana,Mariana,ماريانا,मारियाना
6100,bodybuilding,86,bodybuild,ボディビルディング,Bodybuilding,보디 빌딩,бодибилдинг,bodybuilding.,kulturystyka,la musculation,culturismo,Bodybuilding.,健美,vücut geliştirme,كمال الاجسام,शरीर सौष्ठव
6101,arbor,86,arbor,アーバー,mandril,정자,arbor.,arbor.,altanka,tonnelle,cenador,Laube,乔木,çardak,شرب,कुंज
6102,focal,86,focal,焦点,focal,초점,очаговый,brændvidde,ogniskowy,focal,focal,Fokus,焦点,odak,الارتكاز,नाभीय
6103,clam,86,clam,カラム,clamo,대합,моллюск,musling,małż,palourde,almeja,Muschel,蛤,istiridye,هادئة,क्लैम
6104,truss,86,truss,トラス,treliça,지붕틀,ферма,Truss.,kratownica,charpente,braguero,Becher,桁架,kafes,تروس,पुलिंदा
